,id,desc,category,price,old_price,discount_type
418,988545,Jogurt maasika Farmi 150g,SH-11-2-5,0.75,,"
"
401,262150,Dessert maasika Liegeois Zott 175g,SH-11-2-2,0.75,,"
"
402,140492,Kiirpuder kaerahelbe õuna Veski Mati 45g,SH-13-2-12,0.75,,"
"
385,201173,Jäätis šokolaadi Väike Tom 60g/90ml,SH-4-1-9,0.75,0.95,"loyalty
"
387,205877,Koolijäätis Väike Tom 60g/90ml,SH-4-1-9,0.75,0.94,"loyalty
"
388,140493,Kaerahelbe kiirpuder mustikaga Veski Mati 45g,SH-13-2-12,0.75,,"
"
389,975736,Rukkileib Pärnu ELT 260g,SH-6-3-15,0.75,,"
"
390,1009768,Närimiskumm Orbit White vaar.-granaatõuna 14g,SH-9-3-5,0.75,,"
"
391,261332,Dessert vanilje Liegeois Zott 175g,SH-11-2-2,0.75,,"
"
386,269173,"Kurk, kg",SH-12-2-11,0.75,,"
"
394,177834,Müslibatoon šokolaadi-banaani Nestle 35g,SH-13-3-17,0.75,,"
"
395,177816,Müslibatoon maasika Nestle 35g,SH-13-3-17,0.75,,"
"
396,813205,Must tee Rimi Basic 80g,SH-13-17-95,0.75,,"
"
397,812837,Mini läätsevahvlid Rimi 44g,SH-13-1-2,0.75,,"
"
392,1370687,"Karb.vesi Vichy Classique Blueberry 1,5l PET",SH-3-12-9,0.75,,"
"
398,917919,Mitmevilja croissant 72g,SH-6-6,0.75,,"
"
399,955603,Moonirull 72g,SH-6-6,0.75,,"
"
420,100785,Vahvlibatoon šokolaadis Fazer Kismet 55g,SH-9-9-21,0.76,,"
"
421,807746,Tomatid tükeldatud basiilikuga Rimi 400g,SH-13-10-63,0.76,,"
"
419,995316,Sõõrik metsamarjatäidisega Mantinga 70g,SH-6-6,0.76,,"
"
432,497705,Kiisueine Gourmet Gold tuunikala 85g,SH-7-1-1,0.77,,"
"
439,176022,"Vahvlibatoon šokolaadis KitKat 41,5g",SH-9-9-21,0.77,,"
"
438,803185,Kohupiimakreem virsiku Rimi 150g,SH-11-4-21,0.77,,"
"
437,7006628,Kassisööt Gourmet Gold kanapasteet 85 g,SH-7-1-1,0.77,,"
"
436,7006632,Kiisueine Gourmet gold Duo 85 g,SH-7-1-1,0.77,,"
"
435,7124735,"Kassieine Gourmet lammas/uba,tükid,85g",SH-7-1-1,0.77,,"
"
434,155546,Kiisueine Gourmet gold kana-maks 85g,SH-7-1-1,0.77,,"
"
433,155547,"Kassisööt Gourmet kalkun-part,tükid,85g",SH-7-1-1,0.77,,"
"
431,7124744,"Kassieine Gourmet loomaliha,tükid,85g",SH-7-1-1,0.77,,"
"
440,7006631,"Kassieine Gourmet lõhe/kana,tükid,85g",SH-7-1-1,0.77,,"
"
429,802411,Valge šokolaad Poesia 100g,SH-9-9-23,0.77,,"
"
428,7006629,Kiisueine Gourmet Gold kalkunipasteet 85g,SH-7-1-1,0.77,,"
"
427,497683,Kiisueine loomaliha Gourmet gold 85g,SH-7-1-1,0.77,,"
"
426,7230244,"Kassieine Gourmet Gold Lõhe,pasteet,85g",SH-7-1-1,0.77,,"
"
425,7230243,Kassieine Gourmet Gold Veiseliha 85g,SH-7-1-1,0.77,,"
"
424,7005660,"Kassis. Gourmet küülik-maks,tükid,85g",SH-7-1-1,0.77,,"
"
423,7230242,"Kassieine Gourmet Gold Kana,pasteet,85g",SH-7-1-1,0.77,,"
"
422,7124728,Kassieine Gourmet Gold kana/porgand 85g,SH-7-1-1,0.77,,"
"
430,200930,Till pakitud kg,SH-12-3,0.77,,"
"
444,177271,Suhkrust südamekesed Dr.Oetker 10g,SH-13-13-82,0.78,,"
"
443,188605,Suhkrust värvilised tähed Dr.Oetker 10g,SH-13-13-82,0.78,,"
"
441,807737,Ploomtomatid kooritud Rimi 400g,SH-13-10-63,0.78,,"
"
442,807492,Tulemasin Rimi,10-54-105,0.78,,"
"
498,260222,Biskviitmaiustus Kinder Maxi King 35g,SH-11-2-7,0.79,,"
"
501,734477,Koerasööt Pedigree kana&köögiv. 100 g,SH-7-2-4,0.79,,"
"
500,734476,Koeraeine Pedigree koerale 100 g,SH-7-2-4,0.79,,"
"
502,105953,Närimiskumm White Fruit Orbit 14g,SH-9-3-5,0.79,,"
"
499,104655,Närimiskumm White Freshmint Orbit 14g,SH-9-3-5,0.79,,"
"
496,100786,Piimašokolaadi batoon Kinder Bueno 43g,SH-9-9-21,0.79,,"
"
490,177540,Puuviljamaitselised kommid Lotte 16g,SH-9-3-4,0.79,,"
"
527,1003905,"Närimiskumm Refreshers Peppermint Orbit 15,6g",SH-9-3-5,0.79,,"
"
493,136068,Närimiskumm mustika Orbit suhkruvaba 14g,SH-9-3-5,0.79,,"
"
492,125585,Närimiskumm apelsini Orbit suhkruvaba 14g,SH-9-3-5,0.79,,"
"
491,810754,Koera maiused ICA spiraalid 70 g,SH-7-2-5,0.79,,"
"
503,164252,Šokolaadibatoon Snickers 50g,SH-9-9-21,0.79,,"
"
489,1350299,"Mineraliseeritud vesi Värska 1,5l",SH-3-12-8,0.79,,"
"
488,115329,Kiirnuudlid kanalihamaitselised Rolton 60g,SH-13-8-39,0.79,,"
"
495,804297,Pikateraline riis Rimi Basic 800g,SH-13-15-90,0.79,,"
"
504,180214,Kakaobatoon piimakreemi Kinder Delice 39g,SH-9-9-21,0.79,,"
"
510,1350086,"Vesi sidruni Vichy Classigue 1,5l",SH-3-12-9,0.79,,"
"
506,121888,Biskviitmaiustus Kinder Pingui 30g,SH-11-2-7,0.79,,"
"
487,1352737,"Vesi Aura Gaasita 1,5l PET",SH-3-12-8,0.79,,"
"
526,7092403,Jääkraabits,SH-15-2-10,0.79,,"
"
525,211211,Pirn Comice kg,SH-12-5-27,0.79,1.49,"regular
"
524,812722,Täistera riisivahvlid meresoolaga Rimi 100g,SH-13-1-2,0.79,,"
"
523,812713,Täistera riisivahvlid ilma soolata Rimi 100g,SH-13-1-2,0.79,,"
"
519,966036,Koorejäätis RAKS küpsistega 110ml/56g,SH-4-1-7,0.79,1.05,"regular
"
505,196956,Närimiskumm White Strawberry Orbit 14g,SH-9-3-5,0.79,,"
"
517,808828,VJäätis vanilli vahvlitops Rimi 120ml/65g,SH-4-1-7,0.79,,"
"
513,165629,Kiirnuudlid juustu-ürdi Knorr 61g,SH-13-8-39,0.79,,"
"
512,808822,Jäätis marjatäidisega Rimi 120ml/72g,SH-4-1-7,0.79,,"
"
511,115330,Kiirnuudlid kanalihamai. vürtsikad Rolton 60g,SH-13-8-39,0.79,,"
"
509,734478,Koeraeine Pedigree Junior 100 g,SH-7-2-4,0.79,,"
"
508,103154,Närimiskumm Winterfresh Orbit 14g,SH-9-3-5,0.79,,"
"
507,102307,Närimiskumm eukalüptimaitseline Orbit 14g,SH-9-3-5,0.79,,"
"
514,207009,Sai Perenaise Eesti Pagar 320g,SH-6-7-22,0.79,,"
"
486,101343,Kanasupp nuudlitega Podavka 62g,SH-13-8-41,0.79,,"
"
494,142448,Vahvlibatoon šokolaadis chunky KitKat 40g,SH-9-9-21,0.79,,"
"
484,125478,Karamellid barbarissi Kalev Caramel 120g,SH-9-3-3,0.79,,"
"
458,996018,Kõrgkuum piim šok.lisa. ja vitami. 200ml,SH-11-8-35,0.79,,"
"
457,1369593,"Tomatimahl Rimi 0,33l",SH-3-8-1,0.79,,"
"
456,1359699,"Mineraalvesi Akvile gaseeritud 1,5l",SH-3-12-8,0.79,,"
"
455,1011430,Batoon mandli-pistaatsia Emco glut.vaba 35g,SH-13-3-16,0.79,,"
"
454,804397,Päevalilleseemned kooritud Awake 150g,SH-9-4-12,0.79,1.25,"loyalty
"
453,995441,Spinati-fetajuustu toruke filotainas 100g,SH-6-6,0.79,,"
"
459,1007226,Kuskuss chedarri juustuga Activus 60g,SH-13-2-12,0.79,1.09,"loyalty
"
452,993109,"Piim banaanilisand. ja vitam. Väike Tom 0,2l",SH-11-8-35,0.79,,"
"
450,987572,Koorejäätis vahvlitorus Raks 110ml/68g,SH-4-1-7,0.79,1.09,"regular
"
449,980926,Kohupiimakreem mangokisselliga Alma 140g,SH-11-4-21,0.79,,"
"
448,813689,Multipuuvilja mahlajook Rimi Basic  1l,SH-3-8-2,0.79,,"
"
447,1003906,"Närimiskumm Refreshers Spearmint Orbit 15,6g",SH-9-3-5,0.79,,"
"
445,1368328,"Alk.vaba jook Hartwall Original LD 0,33l",SH-3-2,0.79,,"
"
485,811611,Kartulipüree Rimi Express sibulaga 56g,SH-13-8-40,0.79,,"
"
451,987573,Sidruni-koorejäätis küpsistega Raks 110ml/60g,SH-4-1-7,0.79,1.05,"regular
"
460,102923,Vormiküpsised Ekstra Kalev 180g,SH-9-5-5,0.79,1.15,"loyalty
"
461,1358309,"Vitam.vesi Vichy Vitamin Sport 0,75L",SH-3-13,0.79,1.19,"loyalty
"
473,294721,Till 30g,SH-12-3,0.79,,"
"
481,403110,Tulemasin Cricket original,10-54-105,0.79,,"
"
479,1360582,"Karboniseeritud karastusjook Lemon Rimi 0,5l",SH-3-7,0.79,,"
"
478,1360201,"Karastusjook Rimi Cola 0,5l",SH-3-7,0.79,,"
"
477,1360186,"Karastusjook Rimi apelsinilimonaad 0,5l",SH-3-7,0.79,,"
"
476,206273,Jäätis vanilli šok.gl. Vanilla Ninja 80g,SH-4-1-9,0.79,,"
"
462,1358316,"Vitam.vesi Vichy Vitamin Daily 0,75L",SH-3-13,0.79,1.19,"loyalty
"
482,1361829,"Karb. karastusjook limonaad Rimi 0,5l",SH-3-7,0.79,,"
"
472,1365447,"Karb.kaljamaitseline jook Rimi Basic1,5l",SH-3-6,0.79,,"
"
470,1360003,"Joogivesi karb-tud Rimi sidrunimaits. 1,5l",SH-3-12-9,0.79,,"
"
468,1352738,"Vesi Aura Spring Gaasiga 1,5l",SH-3-12-8,0.79,,"
"
467,198418,Närimiskumm White melon/mint Orbit 14g,SH-9-3-5,0.79,,"
"
466,168750,Šokolaadibatoon Kalev Linnupiim 35g,SH-9-9-21,0.79,,"
"
464,1011431,Batoon india pähklitega Emco gluteenivaba 35g,SH-13-3-16,0.79,,"
"
463,808637,"Roheline aeduba, tükeldatud Rimi 400G",SH-4-3-14,0.79,1.19,"loyalty
"
471,1360021,"Joogivesi pohlamaits. karbon. Rimi 1,5l",SH-3-12-9,0.79,,"
"
483,808813,Šokolaadijäätis šok.tk Rimi 120ml/65g,SH-4-1-7,0.79,,"
"
534,213197,"Kiivi 1kl, kg",SH-12-5-28,0.8,,"
"
536,170163,Rosin seemneteta Rimi kg,SH-9-4-11,0.8,,"
"
533,1001105,Vormiküpsised Von Ruster 160g,SH-9-5-5,0.8,,"
"
535,1001110,Vormiküpsised jõhvika Von Ruster 160g,SH-9-5-5,0.8,,"
"
531,1001099,Vormiküpsised šokolaadi Von Ruster 160g,SH-9-5-5,0.8,,"
"
530,802407,Piimašokolaad Poesia 100g,SH-9-9-20,0.8,,"
"
532,912239,Maasikajogurt tuubis Danonki 70g,SH-11-2-5,0.8,,"
"
537,1008166,Šokolaadibatoon 2-pakk Lion 60g,SH-9-9-21,0.81,,"
"
538,1368218,"Vesi Aura Rabarberi gaasiga 1,5l",SH-3-12-9,0.81,,"
"
539,290825,Pärmitaigna lihapirukas Rimi pagaritelt 70g,SH-6-6,0.81,,"
"
540,1350502,"Vesi Aura Plus Sidruni 1,5l PET",SH-3-12-9,0.81,,"
"
541,1350501,"Vesi Aura Plus Pohla1,5l",SH-3-12-9,0.81,,"
"
546,923978,Koorikleib Rehe Eesti Pagar 200g,SH-6-2-12,0.82,,"
"
544,917677,Jogurt kookospallidega Fantasia 98g,SH-11-2-5,0.82,,"
"
545,993108,"Piim maasikalisand. ja vitam. Väike Tom 0,2l",SH-11-8-35,0.82,,"
"
542,1366358,"Vesi Aura gaasita lisatud magneesiumiga 0,75l",SH-3-12-8,0.82,,"
"
543,1366689,"Õlu König Stadter 4,5%vol 0,33l",SH-1-6,0.82,,"
"
551,803069,"Keefir RIMI 2,5% 1kg",SH-11-1,0.83,,"
"
552,808827,Jäätis vahtrasiirupi Rimi 120ml/73g,SH-4-1-7,0.83,,"
"
553,115332,Kiirnuudlid juustu-peekonimaits. Rolton 60g,SH-13-8-39,0.83,,"
"
554,802409,Tume šokolaad Poesia 100g,SH-9-9-22,0.83,,"
"
557,270939,Banaan kg,SH-12-5-24,0.83,,"
"
563,801222,Kassisööt Purrrfect kanaga konserv 415g,SH-7-1-1,0.84,,"
"
562,801221,Kassisööt Purrrfect kalaga konserv 415g,SH-7-1-1,0.84,,"
"
561,801223,Kassisööt Purrrfect lihaga konserv 415g,SH-7-1-1,0.84,,"
"
559,812721,Riisi- ja tatravahvlid Rimi 100g,SH-13-1-2,0.84,,"
"
558,813934,Šokolaadibatoon sarapuupähklitäidis. Rimi 46g,SH-9-9-21,0.84,,"
"
560,812714,Mitmeviljavahvlid Rimi 100g,SH-13-1-2,0.84,,"
"
597,184246,Batoon tumeda šokolaadiga Nature Valley 42g,SH-13-3-17,0.85,,"
"
598,185689,Vahvlibatoon Kex 60g,SH-9-9-21,0.85,,"
"
599,193097,Batoon Kalev Maiuspala 40g,SH-9-9-21,0.85,,"
"
600,101282,Pastillid Extra-Strong Mynthon 34g,SH-9-7,0.85,,"
"
601,106462,Pastillid Citrus Multivitamin Mynthon 34g,SH-9-7,0.85,,"
"
602,140517,Pastillid sidruni&mee Myntho 34g,SH-9-7,0.85,,"
"
603,1359650,"Jook Vichy fresh Lemon-Lime 0,5l pet",SH-3-12-9,0.85,,"
"
604,128959,Puravikupuljong Gallina Blanca 8x10g,SH-13-8-43,0.85,,"
"
606,952676,"Täispiim Alma 3,8-4,2% 500ml",SH-11-8-37,0.85,,"
"
617,165627,Kiirnuudlid tomatimaitselise Knorr 61g,SH-13-8-39,0.85,,"
"
608,814091,Kohupiimakreem mustika Rimi 150g,SH-11-4-21,0.85,,"
"
609,200181,Koorene jogurt maasika Fantasia 118g,SH-11-2-5,0.85,,"
"
610,976472,Koorejäätis Sõõrik Väike Tom 60g/80ml,SH-4-1-7,0.85,,"
"
611,980941,Jogurt maasika Emma laktoosivaba 110g,SH-11-2-5,0.85,,"
"
614,980142,Väike kanaviiner M&M 300g,SH-8-22,0.85,,"
"
616,200289,"Piim Alma kile 2,5% 1l",SH-11-8-37,0.85,,"
"
596,184241,Batoon vahtrasiirupi Nature Valley 42g,SH-13-3-17,0.85,,"
"
605,100273,Jahvatatud paprika Santa Maria 22g,SH-13-12-75,0.85,,"
"
595,103703,Piimašokolaad piimatäidisega Kinder 50g,SH-9-9-21,0.85,,"
"
572,192229,Maitseaine kanale Vegeta Natur 20g,SH-13-12-73,0.85,,"
"
593,101369,Kanapuljong Gallina Blanca 8x10g,SH-13-8-43,0.85,,"
"
564,811173,Porgandi ja herne segu Rimi 400G,SH-4-3-14,0.85,1.25,"loyalty
"
565,814519,Kuumsuitsuvorst Rimi Basic 300g,SH-8-13,0.85,,"
"
566,165628,Kiirnuudlid kanamaitselised Knorr 57g,SH-13-8-39,0.85,,"
"
568,275402,Martsipanikeerd 60g,SH-6-6,0.85,,"
"
571,192243,Maitseaine kartulile Vegeta Natur 20g,SH-13-12-73,0.85,,"
"
576,1370868,"Karb.jook Vichy Fresh Bubbles Orange 0,5l PET",SH-3-12-9,0.85,,"
"
578,1002660,Vahvlibatoon Kismet Geisha 41g,SH-9-9-21,0.85,,"
"
581,222530,Jogurt kirsilisandiga Fantasia 118g,SH-11-2-5,0.85,,"
"
570,192610,Maitseaine krõbe. kartulile Vegeta Natur 20g,SH-13-12-73,0.85,,"
"
585,809648,Kaerapuder kirssidega Rimi 55g,SH-13-2-12,0.85,,"
"
584,809649,Kaerapuder maasikatega Rimi 55g,SH-13-2-12,0.85,,"
"
592,1002661,Vahvlibatoon pirnimaits. täidisega Kismet 55g,SH-9-9-21,0.85,,"
"
591,803528,Kikerhernes Rimi 400g,SH-13-10-49,0.85,,"
"
589,803186,Kohupiimakreem maasika Rimi 150g,SH-11-4-21,0.85,,"
"
594,100376,Jahvatatud kaneel Santa Maria 22g,SH-13-13-81,0.85,,"
"
587,809646,Kaerapuder virsikutega Rimi 55g,SH-13-2-12,0.85,,"
"
586,809647,Kaerapuder karamellimaits. õuntega Rimi 55g,SH-13-2-12,0.85,,"
"
588,282621,Jogurt šokolaadi pallidega Fantasia 100g,SH-11-2-5,0.85,,"
"
618,196732,"Apelsinimahl kontsentr.mahlast Aura 0,33l",SH-3-8-1,0.86,,"
"
619,995050,Jogurt maasika-arbuusi puuv.suhkru Farmi 130g,SH-11-2-5,0.86,,"
"
620,196735,"Multinektar Aura 0,33l",SH-3-8-3,0.86,,"
"
621,995060,Jogurt mango puuviljasuhkrutega Farmi 130g,SH-11-2-5,0.86,,"
"
622,196743,"Õunamahl kontsentreeritud mahlast Aura 0,33l",SH-3-8-1,0.86,,"
"
623,812168,Rohel. oliivid Rimi Basic kivideta 280g,SH-13-10-56,0.86,,"
"
627,1361729,"Maitsevesi Maasikas-Basiilik Aura 0,5l",SH-3-12-9,0.87,,"
"
628,1356526,"Vesi mustikamaitseline Aura Fruit 0,5l",SH-3-12-9,0.87,,"
"
629,1354602,"Vesi sidruni mahlaga gas. Aura Fruit 0,5l",SH-3-12-9,0.87,,"
"
626,811316,Rohelised oliivid Rimi Basic paprik.180g/80g,SH-13-10-56,0.87,,"
"
624,980931,Jogurt banaani Emma laktoosivaba 110g,SH-11-2-5,0.87,,"
"
625,980929,Jogurt mustika Emma laktoosivaba 110g,SH-11-2-5,0.87,,"
"
630,147445,Želatiin Dr.Oetker 20g,SH-13-13-80,0.88,,"
"
662,100801,Šokolaadibatoon Mars 51g,SH-9-9-21,0.89,,"
"
663,1365070,"Karb.lood.mineraalvesi Värska Mineraal 0,5l",SH-3-12-8,0.89,,"
"
664,161087,Dipikaste Tzatziki maitseline Estrella 12g,SH-9-1,0.89,,"
"
665,171839,Dipikaste hapuk.- ja sibula Estrella 13g,SH-9-1,0.89,,"
"
666,125124,Dipp Küüslaugukaste Taffel 14g,SH-9-1,0.89,,"
"
667,1350490,"Limonaad traditsiooniline A.Le Coq 0,5l",SH-3-7,0.89,,"
"
669,1356213,"Karastusjook Valge Klaar 0,5l",SH-3-7,0.89,,"
"
670,1356598,"Gaseeritud jook Dr.Pepper 0,33l",SH-3-7,0.89,,"
"
671,1360385,"Pepsi 0,33L Purk",SH-3-7,0.89,,"
"
672,952752,Jogurtimaius maasika Alma 200g,SH-11-2-5,0.89,1.19,"regular
"
673,910463,Jäätis šokol. Šok. gl. Vanilla Ninja 80g,SH-4-1-9,0.89,,"
"
674,929669,Kreeka jogurt virsikutega Liisu 160g,SH-11-2-5,0.89,,"
"
676,952755,Jogurtimaius mango Alma 200g,SH-11-2-5,0.89,1.19,"regular
"
677,955803,Maasika-banaanijogurt tuubis Danonki 70g,SH-11-2-5,0.89,,"
"
678,810012,Puljongikuubikud juurvilja Rimi 120g,SH-13-8-43,0.89,,"
"
679,1005504,Dipikastmesegu küüsl.&tšillimai. Estrella 13g,SH-9-1,0.89,,"
"
680,108081,Leivake juustu-sibula Balsnack 80g,SH-6-4-10,0.89,,"
"
681,965034,Puding vanilli Alma 230g,SH-11-2-2,0.89,1.19,"regular
"
682,912238,Jogurt tuubis vanilje Danonki 70g,SH-11-2-5,0.89,,"
"
684,1007404,Vahvlibatoon Dumle Kismet 55g,SH-9-9-21,0.89,,"
"
685,207286,Vahvlitops vanil-šok.tk. Väike Tom 125ml,SH-4-1-7,0.89,,"
"
661,135491,Müslibatoon šokolaadi-banaani Corny 50g,SH-13-3-17,0.89,,"
"
675,929687,Kreeka jogurt mustikatega Liisu 160g,SH-11-2-5,0.89,,"
"
660,273278,Peenleib Isa Leibur 355g,SH-6-3-14,0.89,,"
"
668,1356212,"Karastusjook Kelluke 0,5l",SH-3-7,0.89,,"
"
657,1359777,"Alkoholivaba õlu GO Pilsner 0,5l",SH-3-1,0.89,,"
"
631,1010523,Šokolaadibatoon Tupla Double Layer Maple 48g,SH-9-9-21,0.89,,"
"
632,987349,Arbuusisorbett Premia 73g /80ml,SH-4-1-5,0.89,,"
"
634,992857,Kohupiim ricotta van. Piimam. Otto 200g,SH-11-4-21,0.89,,"
"
635,814080,Suupiste kassile Nutribalance dental 50g,SH-7-1-2,0.89,,"
"
636,995926,Jogurtimaius rabarberi Alma 200g,SH-11-2-5,0.89,1.19,"regular
"
637,987198,Jäätis maasika Vanilla Ninja gl. 60ml/42g,SH-4-1-9,0.89,,"
"
638,1370100,"Karastusjook Barbariss 0,5l",SH-3-7,0.89,,"
"
639,1003324,Šokolaadibatoon Nutbar Knoppers 40g,SH-9-9-21,0.89,,"
"
641,803341,Jogurt Kreeka maitsestamata Rimi 180g,SH-11-2-8,0.89,,"
"
642,812167,Mustad oliivid Rimi Basic kivideta 280g,SH-13-10-56,0.89,,"
"
643,917022,Kreeka jogurt maitsestamata Alma 180g,SH-11-2-8,0.89,,"
"
640,107493,Puljong kana Maggi 120g,SH-13-8-43,0.89,,"
"
645,162896,Vahvlibatoon maapähkli chunky KitKat 42g,SH-9-9-21,0.89,,"
"
655,1368292,"Karastusjook Kelluke ploomi 0,5l",SH-3-7,0.89,,"
"
654,7169019,Kraabits,SH-15-2-10,0.89,,"
"
644,298880,Roheline lehtsalat potis Rimi tk,SH-12-6,0.89,1.29,"regular
"
652,165345,Dipikaste hapukoore ja sibulaga Taffel 15g,SH-9-1,0.89,,"
"
651,1008167,Šokolaadibatoon pähkli 2-pakk Lion 60g,SH-9-9-21,0.89,,"
"
653,1003128,"Tee kummeli Herba 25x1,25g",SH-13-17-98,0.89,,"
"
648,1360355,"Pepsi Max 0,33L Purk",SH-3-7,0.89,,"
"
659,1359776,"Alkoholivaba nisuõlu GO 0,5l",SH-3-1,0.89,,"
"
647,963447,Puding karamelli Alma 230g,SH-11-2-2,0.89,1.19,"regular
"
646,963446,Puding šokolaadi-metsapähkli Alma 230g,SH-11-2-2,0.89,1.19,"regular
"
649,812518,Joogijogurt maasika Alpenrose 1kg,SH-11-2-6,0.89,,"
"
688,141963,Vahukommid Fini Mix 90g,SH-9-6-12,0.9,,"
"
689,1369182,"Kange hele õlu Walter 7% 0,5l",SH-1-6,0.9,,"
"
690,807756,Tomatid tükeldatud punega Rimi 400g,SH-13-10-63,0.9,,"
"
691,801792,Aedoad Rimi 400g/240g,SH-13-10-50,0.9,,"
"
692,809328,Päevalilleseemned Rimi kooritud kg,SH-9-4-12,0.9,,"
"
694,274904,"Keefir Valio 2,5% 500g",SH-11-1,0.91,,"
"
699,977882,Jogurt jäätisemaits. pallide Sipsik 165g,SH-11-2-5,0.92,1.19,"regular
"
698,977877,Jogurt jäätisemaits. kommi Sipsik 165g,SH-11-2-5,0.92,1.19,"regular
"
697,813136,Mikropopkorn magus Rimi 90g,SH-9-8-19,0.92,,"
"
696,906169,Tosca saiake 100g,SH-6-6,0.92,,"
"
695,196871,Vahvlibatoon valges šokol. chunky KitKat 40g,SH-9-9-21,0.92,,"
"
700,627044,Hein närilistele Nature Living 250g,SH-7-3-9,0.93,,"
"
701,102954,Küüslauguleivake Balsnack 80g,SH-6-4-10,0.93,,"
"
702,810015,Puljongikuubikud kanamaitselised Rimi 120g,SH-13-8-43,0.93,,"
"
703,1365993,"Mineraalvesi Sant'Anna gaseeritud 1,5l",SH-3-12-8,0.93,,"
"
704,200903,"Peakapsas, kg Eesti",SH-12-2-8,0.93,,"
"
706,100872,Pastillid münt Mentos 38g,SH-9-3-2,0.93,,"
"
707,100787,Pastillid puuvilja Mentos 38g,SH-9-3-2,0.93,,"
"
714,901200,Sulatatud juust küüslauguga Sertop 100g,SH-11-3-15,0.94,,"
"
713,803626,Pikateraline riis aurutatud Rimi 500g,SH-13-15-90,0.94,,"
"
712,901189,Sulatatud juust Sertop 100g,SH-11-3-15,0.94,,"
"
710,927909,Leiva magustoit vahukoorega 160g,SH-16-2,0.94,,"
"
709,7125337,Närimispulk Friskies Picnic koerale 42g,SH-7-2-5,0.94,,"
"
708,807426,Kooritud maapähkel blanš.poolit.Rimi kg,SH-9-4-10,0.94,,"
"
711,7005661,Koeramaius Friskies Picnic Dog kana 42g,SH-7-2-5,0.94,,"
"
743,801781,Aedoad pruunid Rimi 400g/240g,SH-13-10-50,0.95,,"
"
737,1005046,Šokolaadibatoon white nougat Tupla 48g,SH-9-9-21,0.95,,"
"
738,260620,Teratasku Eesti Pagar 280g,SH-6-2-12,0.95,,"
"
739,946398,Fiori mooniga 96g,SH-6-6,0.95,,"
"
740,801780,Nelja oa segu Rimi 400g/240g,SH-13-10-50,0.95,,"
"
741,918094,Kohvikoor Alma 10% 380ml,SH-11-5-24,0.95,,"
"
742,931998,Regatt brikett vahvlitega 90g/180ml,SH-4-1-7,0.95,,"
"
745,801793,Aedoad punased tšillikastmes Rimi 400g/200g,SH-13-10-50,0.95,,"
"
753,808455,Aedoad tomatikastmes Rimi 400g/200g,SH-13-10-50,0.95,,"
"
747,804235,Hernes roheline konserv. Rimi Basic 690g/450g,SH-13-10-49,0.95,,"
"
748,808719,Peet marineeritud Rimi Basic 450g/350g,SH-13-10-55,0.95,,"
"
749,947415,Regatt vanilli pulgajäätis 55g/100ml,SH-4-1-9,0.95,,"
"
750,808449,Aedoad punased Rimi 400g/240g,SH-13-10-50,0.95,,"
"
751,1350362,"Mineraalvesi Värska Originaal 0,5l",SH-3-12-8,0.95,,"
"
752,808456,Aedoad valged Rimi 400g/240g,SH-13-10-50,0.95,,"
"
736,1355116,"Mineraalvesi Vytautas naturaalne 1,5l",SH-3-12-8,0.95,,"
"
746,808100,Mais magus konserveeritud Rimi Basic 340g,SH-13-10-52,0.95,,"
"
734,974807,Rabarberi-kaneelipalmik 80g,SH-6-6,0.95,,"
"
744,177304,Šokolaadibatoon Tupla Maxi 50g,SH-9-9-21,0.95,,"
"
732,981672,Kohupiim 4% Alma 200g,SH-11-4-21,0.95,,"
"
715,801015,Mahl tomati Rimi 1l,SH-3-8-1,0.95,,"
"
716,808614,Herned sügavkülmutatud Rimi 400G,SH-4-3-14,0.95,1.39,"loyalty
"
718,808938,Paisutatud riis šokolaadis Chococrisps 250g,SH-13-3-15,0.95,1.25,"loyalty
"
719,100588,Sinepiseemned Santa Maria 35g,SH-13-12-76,0.95,,"
"
720,279166,Ruks Leibur 390g,SH-6-3-15,0.95,,"
"
721,161026,"Koriander, purustatud Santa Maria 20g",SH-13-12-76,0.95,,"
"
723,161027,Petersell Santa Maria 4g,SH-13-12-76,0.95,,"
"
724,161028,Prantsuse ürdisegu Santa Maria 6g,SH-13-12-76,0.95,,"
"
717,808645,Boršisegu sügavkülmutatud Rimi 400G,SH-4-3-14,0.95,1.39,"loyalty
"
725,298346,Rukkitasku Eesti Pagar 340g,SH-6-2-12,0.95,,"
"
726,974079,Panna Cotta vanilje Farmi 150g,SH-11-2-2,0.95,,"
"
727,958745,Kanapallid 360g,SH-8-12-30,0.95,,"
"
728,1003206,Šokolaadimunad Kiddy 20g,SH-9-6-11,0.95,,"
"
729,981657,Kohupiim rosina Alma 200g,SH-11-4-21,0.95,,"
"
730,981670,Kohupiim vanilli Alma 200g,SH-11-4-21,0.95,,"
"
731,981671,Kohupiim lahja Alma 200g,SH-11-4-21,0.95,,"
"
733,902665,K.jäätis Regatt vahvlitops Premia 125ml/65g,SH-4-1-7,0.95,,"
"
760,811565,Oad Rimi mustad 400g/240g,SH-13-10-50,0.96,,"
"
759,811854,"Koerasööt Nutribalance veise,kanal. 150g",SH-7-2-4,0.96,,"
"
758,811619,Kartulipüree Rimi Express saiakuub. 58g,SH-13-8-40,0.96,,"
"
756,193325,Mustsõstra-õunaribake magus Bob Snail 14g,SH-13-1-8,0.96,,"
"
